Barcode,Name,Sales Price,Sales Description,Description for the website,Origin,Website Product Category,barcode_norm,expiration_date,date_repaired
4779023392398,Dried Dragon Fruit GERBIU RAGAS,9.49,250g,,,,4779023392398,,
8412554703771,Dried Fig & Almond Fruit Cake  GOOD FIG,4.49,100g,,,,8412554703771,,
8437002760014,Dried Fig GOOD FIG,3.99,500g,,,,8437002760014,,
4262396735737,Dried Fig HUNKAR,7.00,250g,,,,4262396735737,,
4262396735812,Dried Fig HUNKAR,10.00,400g,,,,4262396735812,,
4262396735744,Dried Fig HUNKAR,8.90,400g,,,,4262396735744,,
8437002760151,Dried Fig LA TOCONA,4.99,250g,,,,8437002760151,,
8412554703825,Dried Forest Fruit Cake  GOOD FIG,4.49,100g,,,,8412554703825,,
4779030397065,Dried Goji berries,5.59,200g,,,,4779030397065,,
4779023392220,Dried JackFruit GERYBIU RAGAS,7.00,250g,,,,4779023392220,,
4779023392206,Dried Mango GERYBIU RAGAS,9.99,500g,,,,4779023392206,,
4860109430315,Dried Melon,4.00,50g,,,,4860109430315,,
4260649142707,Dried Mulberry DERMANN,5.90,180g,,,Riešutai - sėklos ir užkandžiai,4260649142707,,
8412554703801,Dried Orange & Almond Fruit Cake  GOOD FIG,4.49,100g,,,,8412554703801,,
4779023392343,Dried Papaya Slices GERYBIU RAGAS,3.65,250g,,,,4779023392343,,
4262396735782,Dried Paprika HUNKAR,5.50,40g,,,,4262396735782,,
4779023392244,Dried Passion Fruit GERYBIU RAGAS,9.99,500g,,,,4779023392244,,
4779023392350,Dried Passion Fruit GERYBIU RAGAS,3.65,250g,,,,4779023392350,,
4779023392251,Dried Pineapple Slices GERYBIU RAGAS,9.99,500g,,,,4779023392251,,
4779023392367,Dried Pineapple Slices GERYBIU RAGAS,3.90,250g,,,,4779023392367,,
6291100212866,Dried Premium Dates KHALAS,7.20,1000g,"Tai aukščiausios kokybės datulės iš Jungtinių Arabų Emyratų. Patrauklus pakuotės dizainas, įkvėptas arabų kultūros, atspindi datulių svarbą senovės arabų gyvenime. Arabų šalyse datulės yra labai vertinamos, tai produktas, kuris visada gali būti randamas ant jų pietų stalo arba net dovanojamas kaip dovana.",,,6291100212866,,
6291100213160,Dried Premium dates KHENAIZI,5.30,500g,"Tai aukščiausios kokybės datulės iš Jungtinių Arabų Emyratų. Patrauklus pakuotės dizainas, įkvėptas arabų kultūros, atspindi datulių svarbą senovės arabų gyvenime. Arabų šalyse datulės yra labai vertinamos, tai produktas, kuris visada gali būti randamas ant jų pietų stalo arba net dovanojamas kaip dovana.",,,6291100213160,,
6291100212804,Dried Premium dates LULU,2.99,250g,"Tai aukščiausios kokybės datulės iš Jungtinių Arabų Emyratų. Patrauklus pakuotės dizainas, įkvėptas arabų kultūros, atspindi datulių svarbą senovės arabų gyvenime. Arabų šalyse datulės yra labai vertinamos, tai produktas, kuris visada gali būti randamas ant jų pietų stalo arba net dovanojamas kaip dovana.",,,6291100212804,,
6291100213184,Dried Premium dates LULU,4.90,500g,"Tai aukščiausios kokybės datulės iš Jungtinių Arabų Emyratų. Patrauklus pakuotės dizainas, įkvėptas arabų kultūros, atspindi datulių svarbą senovės arabų gyvenime. Arabų šalyse datulės yra labai vertinamos, tai produktas, kuris visada gali būti randamas ant jų pietų stalo arba net dovanojamas kaip dovana.",,,6291100213184,,
6927028302098,Dried Roasted Seaweed JHFOODS,4.49,25g,,,,6927028302098,,
5283001118850,Dried Rose Tea ABIDO,6.00,100g,,,Arbata - kava / Vaisinė arbata,5283001118850,,
8809023780324,Dried Seaweed for Salad  ORIENTAL F&B,5.90,20g,,,,8809023780324,,
5903796783056,Dried Shiitake Mushrooms ASIA KITCHEN,4.90,50g,,,,5903796783056,,
4260649142738,Dried Yellow Raisins DERMANN,4.90,200g,,,Džiovinti vaisiai - daržovės,4260649142738,,
4772122002724,Dried anise seeds,4.50,500g,,,,4772122002724,,
8717973290995,Dried apricots ANATOLIA,8.85,300g,,,,8717973290995,,
8681149031555,Dried apricots GULCAN,2.90,300g,,,,8681149031555,,
8717973290346,Dried banana chips ANATOLIA,2.20,175g,,,,8717973290346,,
8717552025161,Dried basil GÜLCAN,2.70,60g,,,,8717552025161,,
8690103292383,Dried black olives (S) MARMARABIRLIK,9.50,400g,,,Alyvuogės / Juodosios alyvuogės,8690103292383,,
8717973291633,Dried coconut ANATOLIA,3.99,200g,,,,8717973291633,,
4779030397089,Dried cranberries,4.49,250g,,,,4779030397089,,
4772122005503,Dried cumin seeds,6.40,500g,,,,4772122005503,,
8717552025352,Dried currant raisins GÜLCAN,0.95,200g,,,Džiovinti vaisiai - daržovės,8717552025352,,
8717552025109,Dried dill GÜLCAN,2.90,50g,,,,8717552025109,,
8693891700153,Dried eggplants ÖNCÜ,4.55,25vnt.,,,,8693891700153,,
4779030397119,Dried eucalyptus leaves,1.39,100g,,,,4779030397119,,
5017689041021,Dried fenugreek leaves TRS,0.99,50g,,,,5017689041021,,
8717973290605,Dried figs ANATOLIA,5.30,300g,,Germany,,8717973290605,,
8717973291640,Dried figs ANATOLIA,3.20,200g,,,,8717973291640,,
8717973292142,Dried figs ANATOLIA,3.99,250g,,,,8717973292142,,
8717973294184,Dried figs ANATOLIA PREMIUM,13.50,1000g,,,,8717973294184,,
4779030396006,Dried fried onions,3.99,200g,,,,4779030396006,,
4779030396846,Dried garlic flakes,4.50,500g,,,,4779030396846,,
8717552025901,Dried hot peppers GÜLCAN,4.40,75g,,,Prieskoniai / Grynieji prieskoniai,8717552025901,,
8717973291176,Dried kiwis ANATOLIA,6.25,200g,,,,8717973291176,,
4779030393906,Dried lemongrass,2.60,50g,,,,4779030393906,,
8693641096277,Dried locust bean GULCAN,3.70,200g,,,,8693641096277,,
8717973291008,Dried mango ANATOLIA,4.99,200g,,,,8717973291008,,
4772122007224,Dried marjoram,1.60,50g,,,,4772122007224,,
8717973291183,Dried melon ANATOLIA,4.99,200g,,,,8717973291183,,
8717552025406,Dried mint GÜLCAN,3.40,60g,,,,8717552025406,,
4779030397133,Dried mint leaves,2.95,50g,,,,4779030397133,,
8717973290933,Dried mulberries ANATOLIA,3.99,200g,,,,8717973290933,,
4779030396082,Dried onion halves,1.89,100g,,,,4779030396082,,
4779030397126,Dried peppermint,0.99,50g,,,Prieskoniai / Grynieji prieskoniai,4779030397126,,
4860109430292,Dried persimmon,4.00,100g,,,,4860109430292,,
8717973291022,Dried pineapples ANATOLIA,4.55,200g,,,,8717973291022,,
8717973290445,Dried pitted dates ANATOLIA,3.50,200g,"Džiovintos datulės – puikus būdas pakeisti paprastą baltąjį cukrų natūraliu. Datulėse gausu vitaminų, skaidulų ir antioksidantų. Naudokite jas kepiniuose kaip natūralų saldiklį arba pasigaminkite desertus su riešutais.",,,8717973290445,,
8717973291190,Dried pitted plums ANATOLIA,3.99,200g,,,,8717973291190,,
8717973290018,Dried plums ANATOLIA,4.80,200g,,,,8717973290018,,
4779030396860,Dried sage leaves,3.99,250g,,,,4779030396860,,
4779030397072,Dried sea buckthorn berries,5.89,150g,,,,4779030397072,,
4779030396013,Dried vegetables for soup,4.99,250g,"Puikiai suderintos daržovės ne tik sriubų gardinimui, bet ir troškinių, įdarų, padažų gamybai.",,,4779030396013,,
4860109430070,Dried watermelon,3.90,50g,,,,4860109430070,,
8690771120209,Druska  BILLUR TUZ,1.50,750g,,Turkey,,8690771120209,,
4870007640181,Druska  MOLIORI,1.00,1000g,,,,4870007640181,,
6217882121011,Dry okra SETALKEL,7.80,200g,,,,6217882121011,,
8697217089014,Dubajaus šokoladas Sultans,5.90,,,,,8697217089014,,
8690504143727,Dubajaus šokoladas ULKER,5.00,93g,,,,8690504143727,,
8699237144292,Dubajaus šokolado keptas kadayifas FISTIKCI,4.99,200g,,,,8699237144292,,
4251871708793,Dubajaus šokolado keptas kadayifas YOREM,4.00,200g,,,,4251871708793,,
8001250152336,"Durum  wheat semolina pasta ""Fettuccine"" DE CECCO",4.70,500g,,,,8001250152336,,
8001250201003,"Durum wheat semolina egg pasta ""Cannelloni"" DE CECCO",3.99,250g,,,,8001250201003,,
8001250201010,"Durum wheat semolina egg pasta ""Pappardelle"" DE CECCO",3.40,250g,,,,8001250201010,,
8001250501073,"Durum wheat semolina egg pasta with spinach ""Tagliatelle"" DE CECCO",3.90,250g,,,,8001250501073,,
8001250120151,"Durum wheat semolina pasta ""Bucatini"" DE CECCO",2.90,500g,,,,8001250120151,,
8009452227128,"Durum wheat semolina pasta ""Casareccia"" LAVORAZIONE ARTIGIANALE",5.90,500g,,,,8009452227128,,
8001250121264,"Durum wheat semolina pasta ""Conchiglioni Rigati"" DE CECCO",4.80,500g,,,,8001250121264,,
8001250152015,"Durum wheat semolina pasta ""Pappardelle"" DE CECCO",5.50,500g,,,,8001250152015,,
8001250152039,"Durum wheat semolina pasta ""Tagliatelle"" DE CECCO",3.60,500g,,,,8001250152039,,
8001250145932,"Durum wheat semolina pasta with tomato and spinach ""Farfale"" DE CECCO",3.70,500g,,,,8001250145932,,
4260452873935,Dvigubai kepti avinžirniai ALIBABA,1.45,150g,,,,4260452873935,,
6217883215139,Dygminai SETALKEL 20g,5.09,200g,,,,6217883215139,,
4779030393043,Dziovinta Smulkinta Cili Pipirai,3.90,100g,,,,4779030393043,,
4860121750668,Dziovinti Adzika IGOETI,2.45,70g,,,,4860121750668,,
4262396737526,Dziovinti Geltonieji Abrikosai HUNKAR,7.99,300g,,,,4262396737526,,
4262396737519,Dziovinti Geltonieji Abrikosai HUNKAR,8.50,500g,,,,4262396737519,,
4262396737533,Dziovinti Juodieji Abrikosai HUNKAR,7.90,300g,,,,4262396737533,,
4772122008696,Dziovinti Smulkinti Ciobreliai,2.80,100g,,,,4772122008696,,
4772122009259,Dziovinti Smulkinti Mairunai,3.35,100g,,,,4772122009259,,
4772122015465,Dziovinti Sulkinti Ciobreliai,1.49,50g,,,,4772122015465,,
4772122009174,Dziovintos  Kumino Seklos,4.30,100g,,,,4772122009174,,
4779030391988,Dziovintos Cesnaku Granules,2.99,,,,,4779030391988,,
4779030391407,Dziovintos Darzoves Sriubai,2.99,100g,,,,4779030391407,,
4772122015458,Dziovintos Raugeriskio Uogos,5.00,100g,,,,4772122015458,,
8680618035841,Džemperis ilg.rankovėmis 9-12mėn.,14.10,1vnt.,,,,8680618035841,,
8680618035872,Džemperis su gobtuvu naujagimiui,14.10,1vnt.,,,,8680618035872,,
8718531645592,Džiovinta juodoji citrina NAZ,2.99,150g,,,,8718531645592,,
8696173138071,Džiovintas saldžiavaisis pupmedis GÜLCAN,3.99,300g,"Džiovintas pupmedis puikiai tiks pasigaminti pupmedžio miltelius – tai puiki alternatyva žmonėms, nevartojantiems kavos, kakavos ir šokolado, nes pupmedis neturi stimuliuojančių medžiagų – kofeino ir teobromino. Saldžiojo pupmedžio miltelius rekomenduojama naudoti: • kepiniuose pilnai arba per pusę keičiant kakavos miltelius; • barstykite ant šaldyto jogurto ar ledų; • maišykite su žemės riešutų (ar kitų riešutų) sviestu kartu su cinamonu, imbierais, kardamonais ir naudokite obuolių, kriaušių, persikų ar apelsinų skiltelėms mirkyti; • maišant tešlą blynams, ketvirtadalį įprastų miltų keiskite pupmedžio milteliais, nedėkite cukraus ir pridėkite papildomai šaukštą aliejaus ar sviesto; • maišykite į pašildytą pieną su medumi.",,,8696173138071,,
8690787361054,Džiovinti abrikosai TADIM 150g,6.09,300g,,,,8690787361054,,
6217881011016,Džiovinti dedešvos lapeliai SETALKEL,3.90,200g,,,,6217881011016,,
6211263101036,Džiovinti vaisiai su kauliukais SETALKEL,7.20,400g,,,,6211263101036,,
0600916352349,Džiovintos Kalahari datulės KARSTEN,15.90,908g,"Džiovintos datulės – puikus būdas pakeisti paprastą baltąjį cukrų natūraliu. Datulėse gausu vitaminų, skaidulų ir antioksidantų. Naudokite jas kepiniuose kaip natūralų saldiklį arba pasigaminkite desertus su riešutais.",,,600916352349,,
8693891700160,Džiovintos paprikos 25vnt. ONCU,5.60,40g,,,,8693891700160,,
8717552025383,Džiovintos petražolės GÜLCAN,1.90,50g,,,,8717552025383,,
6217000019824,Džiovintų abrikosų pasta THE FAIR,4.30,400g,,,,6217000019824,,
6211263102033,Džiovintų abrikosų pasta kubeliais SETALKEL,5.60,400g,,,,6211263102033,,
6211263103030,Džiovintų abrikosų pasta roll SETALKEL,5.60,400g,,,,6211263103030,,
4760062100945,Earl Grey Instant Tea AZERCAY,5.99,100pcs,,,Arbata - kava / Juodoji arbata,4760062100945,,
4760062100297,Earl Grey Tea AZERCAY,3.50,100g,,,Arbata - kava / Juodoji arbata,4760062100297,,
3324002124005,Easy Cook Rice PALMIER,19.90,5000g,,,,3324002124005,,
8710605092325,Egg Noodles GO_TAN,3.00,250g,,,,8710605092325,,
8691573012587,Eggplant salad BURCU,4.99,560g,,,,8691573012587,,
6210241385130,Eggplant spread (Baba ganoush) DURRA,2.80,370g,,,,6210241385130,,
8691573027192,Eggplant with vegetables BURCU,2.50,400g,,,,8691573027192,,
8690576029202,Erişte pasta ANKARA,0.75,500g,,Turkey,,8690576029202,,
4260637869104,Erškėtrožių arbata ALIBABA,3.49,150g,,,,4260637869104,,
8691440405009,Extra Coarse Bulgur DURU,15.00,5000g,,,,8691440405009,,
8717703791006,Extra Grove Bulgur MIRAS,4.45,1000g,,,,8717703791006,,
5011308306263,Extra Hot Curry Paste PATAK'S,6.00,283g,,,Padažai - pastos ir užtepėlės / Padažai,5011308306263,,
5601517310825,Extra Hot Sauce SACANA,4.50,75ml,,,Padažai - pastos ir užtepėlės,5601517310825,,
8720301100354,Extra Long Rice ROYAL TIGER,5.50,1000g,,,,8720301100354,,
8001876012595,Extra Virgin Olive Oil (Greek) COLAVITA,17.25,750ml,,Italy,Actas - aliejus / Aliejus,8001876012595,,
8001876012144,Extra Virgin Olive Oil (Italy) COLAVITA,15.90,750ml,,Italy,Actas - aliejus / Aliejus,8001876012144,,
8001876000486,Extra Virgin Olive Oil (Portuguese) COLAVITA,15.50,750ml,,Italy,Actas - aliejus / Aliejus,8001876000486,,
8001876012632,Extra Virgin Olive Oil (Spanish) COLAVITA,15.90,750ml,,Italy,Actas - aliejus / Aliejus,8001876012632,,
8001876012588,Extra Virgin Olive Oil Mild Flavor (Meditteranean) COLAVITA,14.90,750ml,,Italy,Actas - aliejus / Aliejus,8001876012588,,
8691573090318,Extra coarse bulgur BURCU,4.99,1000g,"Šviesios bulgur kruopos tai dažniausiai randama kvietinių kruopų rūšis pasaulyje. Geltona spalva tai natūrali kietųjų kviečių kruopų spalva. Kaip paruošti bulgurą? Pakepinkite svogūną, sumaišykite jį su pomidorų pasta, užberkite druskos Ir pipirų. Nuplautas bulguro kruopas sudėkite į keptuvę ir trumpai pakepinkite kartu su svogūnais. Užpilkite kruopas virintu vandeniu (1 stiklinei kruopų reikalinga 1½ stiklinės karšto vandens) ir, užvirus, troškinkite ant lėtos ugnies 10-12 min., kol visas vanduo išgaruos.",,,8691573090318,,
4251354801423,Extra coarse wheat GÜLCAN,3.99,1000g,,,,4251354801423,,
5012389670762,Extra spicy hot pepper sauce ENCONA,2.99,142ml,,,Padažai - pastos ir užtepėlės / Padažai,5012389670762,,
5200141720439,Extra virgin olive oil,15.50,1000ml,,,Actas - aliejus / Aliejus,5200141720439,,
5213004191901,Extra virgin olive oil SPARTA GROVES PREMIUM,21.90,700ml,,,Actas - aliejus / Aliejus,5213004191901,,
5200141720477,Extra virgin olive oil condiment spray with dried Greek herbs,9.90,250ml,,,Actas - aliejus / Aliejus,5200141720477,,
5200141720460,Extra virgin olive oil condiment spray with natural pepper and chilli,9.90,250ml,,,Actas - aliejus / Aliejus,5200141720460,,
8010939000288,Extra virgin olive oil with truffle TARTUFLANGHE,15.50,100ml,,,Actas - aliejus / Aliejus,8010939000288,,
8009346005122,Extra virgin olive oil with truffle aroma SPERONI,7.20,250ml,,,Actas - aliejus / Aliejus,8009346005122,,
5200141720446,Extra virgin premium blend olive oil,14.50,500ml,,,Actas - aliejus / Aliejus,5200141720446,,
4251871703453,Ezine Baltasis Suris  YOREM,8.90,400g,,,,4251871703453,,
8410525159039,FINI Ritinėlis su vaisių skonio,0.29,20g,,,,8410525159039,,
8410525147777,FINI Shooter su vaisių skonio,0.99,16g,,,,8410525147777,,
8410525178085,FINI guminukai,2.50,75g,,,,8410525178085,,
8410525116797,FINI guminukai,2.50,75g,,,,8410525116797,,
8410525116810,FINI guminukai,2.50,75g,,,,8410525116810,,
8410525119019,FINI guminukai,2.50,75g,,,,8410525119019,,
8410525258282,FINI guminukai,2.50,75g,,,,8410525258282,,
8410525122903,FINI guminukai,2.50,75g,,,,8410525122903,,
8410525116681,FINI guminukai,2.50,75g,,,,8410525116681,,
8410525238451,FINI guminukai,2.50,75g,,,,8410525238451,,
8410525151743,FINI guminukai,2.50,75g,,,,8410525151743,,
8410525211096,FINI guminukai,2.50,75g,,,,8410525211096,,
8410525183768,FINI guminukai,2.50,75g,,,,8410525183768,,
8410525116728,FINI guminukai,2.50,75g,,,,8410525116728,,
8410525240485,FINI guminukai,2.50,75g,,,,8410525240485,,
8410525231506,FINI guminukai,2.50,75g,,,,8410525231506,,
8410525231575,FINI guminukai,2.50,75g,,,,8410525231575,,
8410525121500,FINI guminukai,2.50,75g,,,,8410525121500,,
8410525116742,FINI guminukai,2.50,75g,,,,8410525116742,,
8410525116803,FINI guminukai,2.50,75g,,,,8410525116803,,
8410525143403,FINI guminukai,2.50,75g,,,,8410525143403,,
8410525254109,FINI guminukai,2.50,75g,,,,8410525254109,,
8410525116766,FINI guminukai,2.50,75g,,,,8410525116766,,
8410525116759,FINI guminukai ,2.50,75g,,,,8410525116759,,
8410525147906,FINI guminukai ,2.50,75g,,,,8410525147906,,
8410525150364,FINI guminukai ,2.50,75g,,,,8410525150364,,
8410525231513,FINI guminukai ,2.50,75g,,,,8410525231513,,
8410525116780,FINI guminukai (kopija),2.50,75g,,,,8410525116780,,
8410525224133,FINI guminukai (kopija),2.50,75g,,,,8410525224133,,
8410525233883,FINI kramtomoji guma - Bull,0.19,4.5g,,,,8410525233883,,
8410525200281,FINI kramtomoji guma - Cola,0.19,"4.5g_x000D_
",,,,8410525200281,,
8410525193576,FINI kramtomoji guma - Destroyer,0.19,"4.5g_x000D_
",,,,8410525193576,,
8410525196553,FINI kramtomoji guma - Dino kiaušiniai,0.19,"4.5g_x000D_
",,,,8410525196553,,
8410525243653,FINI kramtomoji guma - Raketa ,0.19,"4.5g_x000D_
",,,,8410525243653,,
8410525215100,FINI kramtomoji guma - Vampyras ,0.19,"4.5g_x000D_
",,,,8410525215100,,
8410525238031,FINI kramtomoji guma - Vienaragis,0.19,"4.5g_x000D_
",,,,8410525238031,,
8410525224096,FINI kramtomoji guma - Zombiai ,0.19,"4.5g_x000D_
",,,,8410525224096,,
8410525209901,FINI kramtomoji guma - arbūzas,0.19,"4.5g_x000D_
",,,,8410525209901,,
8410525198878,FINI kramtomoji guma - bananas,0.19,"4.5g_x000D_
",,,,8410525198878,,
8410525184833,FINI kramtomoji guma - kupranugaris,0.19,"4.5g_x000D_
",,,,8410525184833,,
8410525194375,FINI kramtomoji guma - saldumynai,0.19,"4.5g_x000D_
",,,,8410525194375,,
8410525200229,FINI kramtomoji guma - statinės ,0.19,"4.5g_x000D_
",,,,8410525200229,,
8410525186608,FINI kramtomoji guma - teniso kamuoliukas,0.19,"4.5g_x000D_
",,,,8410525186608,,
8410525200182,FINI ritinėlis su arbūzo skonio,0.29,20g,,,,8410525200182,,
8410525127465,FINI ritinėlis su braškių skoniu,0.29,20g,,,,8410525127465,,
5285001402625,Falafel mix CHTOURA GARDEN,3.90,200g,,,,5285001402625,,
8690524155335,Falim Gum with Baking soda,0.45,8g,,,,8690524155335,,
54492851,Fanta,1.49,250ml,,,,54492851,,
8690576029226,Farfalle Tonde pasta ANKARA,0.75,500g,,Turkey,,8690576029226,,
8691573012501,Fava beans BURCU,5.10,1000g,,,,8691573012501,,
5285001400096,Fava beans CHTOURA GARDEN,1.30,475g,,,,5285001400096,,
5285001400102,Fava beans CHTOURA GARDEN,2.80,850g,,,,5285001400102,,
6210242293168,Fava beans DURRA,1.10,400g,,,,6210242293168,,
4251354801072,Fava beans GÜLCAN,7.69,1000g,,,,4251354801072,,
4251354801102,Fava beans NERGIZ AKSIYON,4.20,800g,,,,4251354801102,,
5285001400126,Fava beans with chickpeas CHTOURA GARDEN,1.40,475g,,,,5285001400126,,
5285001400164,Fava beans with chili CHTOURA GARDEN,1.40,400g,,,,5285001400164,,
03289401029,Fava pupos su čili paprika CALIFORNIA GARDEN,1.70,400g,,,,3289401029,,
4868046132125,Feichijo Jam GRUZIJOS SKONIS,5.90,300g,,,,4868046132125,,
4860108711361,Feijo Dzemas,3.90,,,,,4860108711361,,
4760068000041,Feijoa juice with slices BIZIM TARLA,4.75,1000ml,,Azerbaijan,,4760068000041,,
4860006371131,Feijoa preserve,7.00,650g,,,,4860006371131,,
4779030397096,Fennel seeds,1.99,150g,"Pankolis – žinomas kaip „saldusis kmynas“. Visuose Indijos restoranuose po valgio kartu su sąskaita atnešamas indelis su pankolio sėklomis. Kramtomos jos išvalo dantis nuo maisto likučių, aromatas atšviežina burną ir kvėpavimą. Šis augalas pasižymi lengvu krapų ir anyžių skonių mišiniu, švelniu skoniu, todėl dažnai yra naudojamas kaip garnyras prie įvairiausių mėsos ir žuvies patiekalų, kaip ingredientas daržovių troškiniuose. Pankoliai yra vėsinančio, saldaus skonio.",,,4779030397096,,
8717552025093,Fennel seeds GÜLCAN,3.90,200g,"Juodgrūdė – nuostabiai tinka pusryčiams: dedama į košes, varškę, taip pat į daržovių patiekalus, tešlos gaminius. Juodgrūdės sėklos pasižymi daugybę naudingųjų savybių. Juodgrūdę galima valgyti ir vieną arba gerti sumaišius su šiltu vandeniu ir medumi.",,,8717552025093,,
